SPID,Date,Claim Outcome,Promoter Score,Promoter Reason,Other,Data Supplier,Comments
SNP834064930,"Wednesday, 13 May 2020",Settled,9,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP834084452,"Friday, 16 April 2021",Settled,9,CPT,,4, 
SNP834128058757,"Saturday, 16 January 2021",Declined,3,CPT,,3, 
SNP8343663687,"Saturday, 5 December 2020",Settled,6,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",4, 
SNP83457663170,"Tuesday, 27 October 2020",Declined,0,CPF,,4, 
SNP835076899,"Monday, 7 September 2020",Declined,0,CSE,,4, 
SNP83521643890,"Monday, 14 December 2020",Declined,4,CPT,,4, 
SNP835252039693,"Friday, 26 June 2020",Declined,4,CSE,,3, 
SNP8353061868,"Tuesday, 15 December 2020",Declined,0,CPF,,4, 
SNP8355634408,"Saturday, 4 April 2020",Settled,6,COT,,4, 
SNP8357280218,"Tuesday, 9 March 2021",Settled,9,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",3, 
SNP83614477617,"Friday, 11 September 2020",Settled,7,CPF,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP83651254253,"Friday, 1 January 2021",Settled,9,CPF,,4, 
SNP83710870405,"Sunday, 20 September 2020",Declined,1,CSE,,3, 
SNP83716834463,"Sunday, 3 January 2021",Settled,5,COT,,4, 
SNP837201690819,"Monday, 30 November 2020",Settled,5,CPT,,3, 
SNP837268868379,"Wednesday, 15 April 2020",Declined,3,CPF,,4, 
SNP838019301,"Friday, 27 November 2020",Settled,10,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP838072240,"Friday, 30 April 2021",Settled,10,CSE,,3, 
SNP838076431,"Tuesday, 2 March 2021",Settled,4,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP8383687931,"Tuesday, 27 October 2020",Settled,9,CSE,,4, 
SNP839085344,"Thursday, 2 July 2020",Settled,7,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP83922433159,"Tuesday, 23 March 2021",Settled,7,CPT,,4, 
SNP83963029399,"Monday, 26 April 2021",Declined,2,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP840052149,"Wednesday, 24 February 2021",Settled,9,CPF,,4, 
SNP840093348,"Sunday, 17 January 2021",Settled,6,COT,,3, 
SNP8406420633,"Monday, 23 November 2020",Settled,9,CPF,,3, 
SNP84067225835,"Friday, 3 July 2020",Settled,5,CPF,,3, 
SNP841040450,"Tuesday, 9 June 2020",Settled,7,CPF,,3, 
SNP841056673,"Friday, 10 April 2020",Settled,6,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",4, 
SNP841062317,"Tuesday, 26 January 2021",Settled,10,CPF,,3, 
SNP84112620687,"Thursday, 22 April 2021",Declined,7,CSE,,3, 
SNP84116848703,"Saturday, 26 September 2020",Settled,9,CPT,,3, 
SNP84122446141,"Tuesday, 19 January 2021",Settled,7,CSE,,4, 
SNP842302487388,"Saturday, 23 May 2020",Declined,2,CSE,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP843043050,"Wednesday, 8 April 2020",Settled,7,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP8435436287,"Friday, 16 October 2020",Settled,7,CPT,,3, 
SNP84364856789,"Saturday, 6 February 2021",Settled,7,CPT,,4, 
SNP844021153,"Saturday, 23 May 2020",Settled,10,CPT,,3, 
SNP84419248362,"Tuesday, 29 September 2020",Settled,7,CSE,,4, 
SNP84586401634,"Monday, 30 November 2020",Settled,10,COT,,3, 
SNP84586469015,"Wednesday, 28 October 2020",Settled,9,OOO,"Praesent metus ipsum augue aptent sit leo ad sem urna hendrerit proin pellentesque ad dictumst mauris, pulvinar accumsan rutrum vestibulum conubia curae fermentum class pharetra fusce nostra quam sagittis",3, 
SNP846091622,"Tuesday, 21 April 2020",Declined,4,CSE,,3, 
SNP8463264099,"Friday, 19 June 2020",Declined,2,CPF,,3, 
SNP84657645445,"Thursday, 10 December 2020",Declined,1,CPT,,4, 
SNP84664807394,"Friday, 4 December 2020",Settled,9,CPT,,4, 
SNP847074485,"Monday, 25 May 2020",Settled,7,OOO,"Aptent torquent auctor tempor turpis scelerisque felis aenean massa risus, rutrum arcu nullam dictum inceptos malesuada aptent sit eros, adipiscing rhoncus mi ligula ante porta nostra inceptos",3, 
SNP848060670,"Wednesday, 3 June 2020",Settled,7,COT,,3, 
SNP84829442457,"Monday, 11 January 2021",Declined,1,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP849041323,"Saturday, 29 August 2020",Settled,6,COT,,4, 
SNP849073592,"Wednesday, 22 July 2020",Settled,10,CPF,,3, 
SNP85014474301,"Wednesday, 20 May 2020",Declined,3,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP850308745718,"Tuesday, 14 April 2020",Settled,6,CPF,,3, 
SNP850352811699,"Thursday, 4 March 2021",Settled,7,COT,,3, 
SNP85057673337,"Wednesday, 27 May 2020",Settled,5,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",3, 
SNP85078458334,"Tuesday, 2 February 2021",Declined,4,CSE,,4, 
SNP85088248808,"Sunday, 20 September 2020",Declined,0,COT,,4, 
SNP8518164438,"Saturday, 1 August 2020",Settled,9,COT,,4, 
SNP852020475,"Saturday, 16 May 2020",Settled,9,CSE,,3, 
SNP852082107,"Sunday, 22 November 2020",Settled,9,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP852129688272,"Thursday, 11 March 2021",Settled,9,OOO,"Aptent torquent auctor tempor turpis scelerisque felis aenean massa risus, rutrum arcu nullam dictum inceptos malesuada aptent sit eros, adipiscing rhoncus mi ligula ante porta nostra inceptos",3, 
SNP8521892968,"Monday, 20 April 2020",Settled,9,COT,,4, 
SNP853065157,"Saturday, 20 June 2020",Declined,3,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP85386436521,"Friday, 9 April 2021",Declined,2,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",3, 
SNP854085989,"Tuesday, 23 February 2021",Settled,6,COT,,4, 
SNP855036612,"Thursday, 5 November 2020",Declined,2,CSE,,4, 
SNP855076553,"Monday, 7 September 2020",Settled,5,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP85516823459,"Wednesday, 20 January 2021",Settled,9,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP8554007548,"Monday, 20 April 2020",Declined,4,CPF,,4, 
SNP856010191,"Tuesday, 2 March 2021",Settled,7,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",4, 
SNP856069461,"Thursday, 16 April 2020",Settled,9,COT,,4, 
SNP856112032753,"Sunday, 21 June 2020",Settled,7,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP8562091472,"Wednesday, 25 November 2020",Settled,10,CPF,,3, 
SNP858046557,"Friday, 20 November 2020",Settled,9,COT,,3, 
SNP858077582,"Saturday, 10 October 2020",Settled,6,CPF,,3, 
SNP8581282967,"Tuesday, 19 January 2021",Declined,0,CPT,,4, 
SNP85819657546,"Thursday, 16 April 2020",Settled,7,CPF,,3, 
SNP859060450,"Friday, 8 January 2021",Settled,10,CPF,,3, 
SNP85921617669,"Saturday, 16 May 2020",Settled,7,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP85960028273,"Wednesday, 28 April 2021",Settled,9,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP860027460,"Thursday, 25 March 2021",Settled,6,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP8601046985,"Sunday, 14 March 2021",Declined,6,CPF,,4, 
SNP860172898491,"Wednesday, 10 June 2020",Settled,10,CPF,,4, 
SNP8604290034,"Tuesday, 16 February 2021",Settled,4,CSE,,4, 
SNP861030982,"Thursday, 28 January 2021",Settled,9,COT,,3, 
SNP861076308,"Friday, 18 September 2020",Declined,1,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",3, 
SNP861084079,"Friday, 5 February 2021",Declined,9,CSE,,4, 
SNP86125261673,"Wednesday, 14 April 2021",Settled,7,CPF,,3, 
SNP86136027744,"Monday, 8 June 2020",Declined,0,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",4, 
SNP8617274539,"Tuesday, 23 June 2020",Settled,7,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP862016472,"Sunday, 21 February 2021",Settled,5,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP862049111,"Friday, 17 April 2020",Settled,7,CSE,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP86210822481,"Sunday, 15 November 2020",Settled,10,CPT,,4, 
SNP862189032767,"Sunday, 6 December 2020",Declined,0,CSE,,4, 
SNP864003947,"Friday, 22 May 2020",Settled,6,CPF,,4, 
SNP864068863,"Friday, 5 February 2021",Declined,4,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP86411266315,"Saturday, 28 November 2020",Settled,7,OOO,"Praesent metus ipsum augue aptent sit leo ad sem urna hendrerit proin pellentesque ad dictumst mauris, pulvinar accumsan rutrum vestibulum conubia curae fermentum class pharetra fusce nostra quam sagittis",3, 
SNP86418095834,"Saturday, 12 September 2020",Settled,10,CPF,,3, 
SNP86421631547,"Wednesday, 6 January 2021",Settled,10,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP86432432171,"Wednesday, 16 December 2020",Declined,4,CPF,,4, 
SNP86464011584,"Tuesday, 27 April 2021",Declined,2,CPT,,4, 
SNP865019192,"Tuesday, 9 June 2020",Settled,9,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP8651833020,"Sunday, 21 February 2021",Settled,9,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP8652842995,"Wednesday, 24 March 2021",Settled,7,CPF,,4, 
SNP8654827565,"Sunday, 14 March 2021",Settled,6,CSE,,4, 
SNP86563051011,"Friday, 14 August 2020",Settled,5,COT,,4, 
SNP86650419932,"Friday, 4 December 2020",Settled,5,CPF,,3, 
SNP867120086956,"Friday, 2 April 2021",Settled,9,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP86721039439,"Monday, 19 April 2021",Declined,4,CPF,,4, 
SNP86727088681,"Tuesday, 1 September 2020",Declined,1,COT,,4, 
SNP86732439028,"Wednesday, 17 March 2021",Declined,6,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP8674829817,"Friday, 29 May 2020",Settled,9,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP8674883978,"Wednesday, 26 August 2020",Settled,9,OOO,"Purus etiam habitant eu libero ultrices turpis fames neque orci lobortis litora faucibus eu, orci sagittis placerat orci quisque etiam arcu sapien vitae maecenas lobortis",3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP86772058428,"Tuesday, 7 April 2020",Settled,9,CPF,,3, 
SNP8677271420,"Wednesday, 16 September 2020",Settled,9,CPT,,3, 
SNP868000000,"Sunday, 19 April 2020",Settled,5,COT,,3, 
SNP868009162,"Thursday, 1 April 2021",Settled,5,CSE,,4, 
SNP868011012,"Saturday, 20 February 2021",Settled,7,CPT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP868121590596,"Friday, 7 August 2020",Settled,9,COT,,4, 
SNP8689831272,"Saturday, 13 March 2021",Settled,7,CPF,,4, 
SNP869024952,"Tuesday, 15 December 2020",Settled,9,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP869115293434,"Wednesday, 10 March 2021",Settled,9,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP86921685248,"Wednesday, 17 March 2021",Declined,5,CPT,,3, 
SNP86928881996,"Tuesday, 1 December 2020",Declined,1,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP8694254168,"Sunday, 20 December 2020",Settled,10,CPT,,3, 
SNP86948662293,"Friday, 16 October 2020",Settled,10,CPT,,3, 
SNP86967289835,"Saturday, 22 August 2020",Declined,0,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP870033890,"Thursday, 30 July 2020",Settled,10,CPT,,4, 
SNP870067142,"Sunday, 25 October 2020",Settled,7,COT,,3, 
SNP8704819468,"Tuesday, 27 October 2020",Settled,9,COT,,3, 
SNP871002090,"Wednesday, 16 September 2020",Declined,1,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP871033000,"Thursday, 24 December 2020",Declined,3,CPF,,4, 
SNP871041133,"Friday, 25 December 2020",Settled,9,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP872054504,"Sunday, 5 April 2020",Settled,7,COT,,4, 
SNP872065942,"Tuesday, 7 April 2020",Settled,9,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP872089510,"Saturday, 7 November 2020",Settled,6,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP87225246849,"Saturday, 30 May 2020",Settled,6,CSE,,3, 
SNP873010711,"Friday, 3 April 2020",Settled,10,OOO,"Placerat ullamcorper ultricies accumsan tempor porta et, sapien faucibus augue praesent metus ultrices, ante condimentum id molestie facilisis curabitur viverra et mauris curabitur orci arcu leo ullamcorper laoreet",3, 
SNP873058301,"Wednesday, 11 November 2020",Settled,9,CPT,,4, 
SNP87322436312,"Saturday, 8 August 2020",Settled,7,CPT,,4, 
SNP8749601364,"Thursday, 30 April 2020",Settled,7,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3, 
SNP875038265,"Tuesday, 2 March 2021",Settled,6,CPF,,3, 
SNP875113437025,"Sunday, 11 April 2021",Settled,7,COT,,3, 
SNP876005487,"Sunday, 14 June 2020",Settled,9,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3, 
SNP876046737,"Tuesday, 11 August 2020",Settled,6,OOO,"Placerat class bibendum leo etiam consectetur iaculis consectetur suspendisse, etiam ad congue litora neque purus porttitor nunc, primis luctus arcu erat aenean etiam curabitur litora sed maecenas condimentum",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP876093729,"Monday, 21 September 2020",Settled,7,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP876098943,"Thursday, 17 September 2020",Declined,1,CPF,,4, 
SNP876254158,"Thursday, 10 September 2020",Settled,9,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP877098047,"Sunday, 27 December 2020",Settled,6,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP877134448636,"Tuesday, 27 October 2020",Settled,9,CPF,,3, 
SNP877518442086,"Tuesday, 2 June 2020",Declined,1,COT,,4, 
SNP87757603386,"Wednesday, 27 May 2020",Declined,0,CPT,,3, 
SNP8778095545,"Friday, 5 June 2020",Declined,3,CSE,,4, 
SNP878077423,"Saturday, 24 April 2021",Settled,9,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP87827033365,"Thursday, 21 January 2021",Declined,4,COT,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP87827061392,"Thursday, 4 February 2021",Settled,7,CSE,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP879053488,"Friday, 4 December 2020",Settled,6,CSE,,3, 
SNP879156843026,"Tuesday, 4 August 2020",Declined,0,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP87967548601,"Sunday, 27 December 2020",Settled,5,CSE,,4, 
SNP87997275891,"Sunday, 23 August 2020",Settled,9,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP880044298,"Thursday, 7 May 2020",Declined,4,COT,,3, 
SNP880073526,"Monday, 29 March 2021",Settled,9,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",4, 
SNP88014467994,"Tuesday, 11 August 2020",Declined,1,CPF,,3, 
SNP88043212749,"Friday, 11 December 2020",Declined,4,CSE,,4, 
SNP881026932,"Wednesday, 30 December 2020",Settled,9,COT,,4, 
SNP881038464,"Friday, 17 April 2020",Settled,9,CPT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP881108053500,"Saturday, 2 May 2020",Declined,3,CPT,,4, 
SNP8811285191,"Thursday, 17 September 2020",Settled,5,CSE,,4, 
SNP88116841486,"Thursday, 20 August 2020",Settled,6,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",4, 
SNP88125668563,"Saturday, 9 January 2021",Declined,1,COT,,4, 
SNP88132411139,"Tuesday, 24 November 2020",Settled,9,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP88135014097,"Saturday, 26 December 2020",Declined,3,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP882090603,"Thursday, 21 January 2021",Settled,6,CSE,,3, 
SNP882230473150,"Saturday, 27 March 2021",Settled,9,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP88264827277,"Tuesday, 7 April 2020",Settled,7,OOO,"Vel aliquam pulvinar inceptos senectus a ullamcorper feugiat elit elementum sem hendrerit, egestas posuere sociosqu pretium curabitur vestibulum etiam posuere imperdiet mauris",3, 
SNP883108042251,"Monday, 19 April 2021",Declined,3,CPT,,4, 
